User_ID,Var1,Age
20080862889,A,
20080862890,A,
20080862891,B,
20080862892,A,
20080862893,A,30-40
20080862894,A,60-70
20080862895,A,
20080862896,A,
20080862897,Other,50-60
20080862898,A,
20080862899,A,40-50
20080862900,A,50-60
20080862901,A,50-60
20080862902,K,
20080862903,A,30-40
20080862904,A,
20080862905,B,15-20
20080862906,B,
20080862907,A,30-40
20080862908,K,
20080862909,A,30-40
20080862910,A,
20080862911,A,30-40
20080862912,A,30-40
20080862913,B,
20080862914,A,
20080862915,J,
20080862916,A,
20080862917,A,20-30
20080862918,B,20-30
20080862919,C,30-40
20080862920,NA,
20080862921,A,60-70
20080862922,Other,
20080862923,A,30-40
20080862924,A,
20080862925,A,50-60
20080862926,A,15-20
20080862927,A,20-30
20080862928,A,40-50
20080862929,NA,30-40
20080862930,A,30-40
20080862931,A,20-30
20080862932,A,20-30
20080862933,A,
20080862934,B,
20080862935,N,15-20
20080862936,Other,
20080862937,A,20-30
20080862938,A,30-40
20080862939,A,
20080862940,A,
20080862941,A,
20080862942,A,20-30
20080862943,A,50-60
20080862944,E,20-30
20080862945,A,
20080862946,B,
20080862947,A,40-50
20080862948,A,
20080862949,B,30-40
20080862950,A,
20080862951,NA,
20080862952,NA,
20080862953,A,15-20
20080862954,NA,
20080862955,A,
20080862956,A,
20080862957,A,
20080862958,A,
20080862959,A,50-60
20080862960,B,40-50
20080862961,A,30-40
20080862962,A,
20080862963,B,20-30
20080862964,A,
20080862965,A,
20080862966,A,
20080862967,A,60-70
20080862968,B,
20080862969,B,
20080862970,A,30-40
20080862971,B,
20080862972,Other,15-20
20080862973,A,15-20
20080862974,B,
20080862975,A,
20080862976,A,
20080862977,A,15-20
20080862978,B,15-20
20080862979,A,
20080862980,A,40-50
20080862981,A,30-40
20080862982,A,
20080862983,A,
20080862984,A,20-30
20080862985,B,
20080862986,A,60-70
20080862987,A,
20080862988,A,30-40
20080862989,A,
20080862990,A,40-50
20080862991,A,30-40
20080862992,A,
20080862993,A,
20080862994,A,
20080862995,A,30-40
20080862996,A,20-30
20080862997,A,
20080862998,B,
20080862999,A,40-50
20080863000,A,40-50
20080863001,A,40-50
20080863002,B,
20080863003,A,Less tha 15
20080863004,D,50-60
20080863005,D,15-20
20080863006,A,
20080863007,A,15-20
20080863008,B,
20080863009,A,
20080863010,A,
20080863011,A,
20080863012,A,
20080863013,A,15-20
20080863014,B,Less tha 15
20080863015,A,
20080863016,A,15-20
20080863017,NA,
20080863018,A,50-60
20080863019,A,15-20
20080863020,A,
20080863021,A,40-50
20080863022,A,30-40
20080863023,B,
20080863024,A,
20080863025,A,
20080863026,A,30-40
20080863027,A,30-40
20080863028,A,
20080863029,A,
20080863030,J,40-50
20080863031,Other,20-30
20080863032,A,
20080863033,V,
20080863034,B,
20080863035,A,30-40
20080863036,B,
20080863037,A,
20080863038,A,
20080863039,A,40-50
20080863040,Other,40-50
20080863041,A,
20080863042,A,20-30
20080863043,A,30-40
20080863044,A,30-40
20080863045,A,
20080863046,A,40-50
20080863047,G,30-40
20080863048,A,
20080863049,A,15-20
20080863050,A,
20080863051,A,
20080863052,A,30-40
20080863053,A,
20080863054,A,
20080863055,B,50-60
20080863056,NA,
20080863057,A,
20080863058,A,
20080863059,A,15-20
20080863060,A,
20080863061,A,40-50
20080863062,A,20-30
20080863063,A,
20080863064,A,
20080863065,V,
20080863066,A,
20080863067,A,
20080863068,A,40-50
20080863069,A,
20080863070,A,
20080863071,A,
20080863072,F,
20080863073,A,15-20
20080863074,F,20-30
20080863075,A,More than 70
20080863076,A,
20080863077,D,
20080863078,D,Less tha 15
20080863079,A,Less tha 15
20080863080,A,15-20
20080863081,A,
20080863082,A,
20080863083,A,50-60
20080863084,A,20-30
20080863085,A,40-50
20080863086,A,
20080863087,A,60-70
20080863088,K,20-30
20080863089,A,30-40
20080863090,A,15-20
20080863091,A,30-40
20080863092,A,
20080863093,A,
20080863094,A,
20080863095,B,20-30
20080863096,A,40-50
20080863097,E,30-40
20080863098,A,
20080863099,A,40-50
20080863100,A,
20080863101,A,50-60
20080863102,A,More than 70
20080863103,A,15-20
20080863104,A,
20080863105,A,60-70
20080863106,A,
20080863107,A,40-50
20080863108,B,60-70
20080863109,A,
20080863110,A,30-40
20080863111,A,
20080863112,A,40-50
20080863113,A,
20080863114,B,60-70
20080863115,A,
20080863116,A,
20080863117,NA,
20080863118,A,40-50
20080863119,A,
20080863120,A,20-30
20080863121,A,20-30
20080863122,A,
20080863123,A,
20080863124,A,20-30
20080863125,B,Less tha 15
20080863126,A,
20080863127,A,Less tha 15
20080863128,B,20-30
20080863129,B,30-40
20080863130,A,20-30
20080863131,A,20-30
20080863132,A,15-20
20080863133,A,
20080863134,A,
20080863135,A,
20080863136,A,15-20
20080863137,V,
20080863138,A,
20080863139,A,20-30
20080863140,A,
20080863141,A,
20080863142,A,
20080863143,A,20-30
20080863144,A,15-20
20080863145,A,15-20
20080863146,A,
20080863147,A,15-20
20080863148,A,
20080863149,A,
20080863150,A,
20080863151,A,20-30
20080863152,A,
20080863153,A,
20080863154,A,
20080863155,A,
20080863156,A,60-70
20080863157,A,30-40
20080863158,D,
20080863159,A,
20080863160,A,40-50
20080863161,A,20-30
20080863162,A,20-30
20080863163,A,30-40
20080863164,A,
20080863165,A,50-60
20080863166,B,60-70
20080863167,A,
20080863168,A,40-50
20080863169,B,
20080863170,A,
20080863171,A,
20080863172,A,
20080863173,A,
20080863174,A,
20080863175,A,More than 70
20080863176,B,40-50
20080863177,B,50-60
20080863178,B,
20080863179,B,40-50
20080863180,A,40-50
20080863181,NA,
20080863182,A,20-30
20080863183,A,20-30
20080863184,A,60-70
20080863185,A,30-40
20080863186,A,
20080863187,A,30-40
20080863188,A,Less tha 15
20080863189,A,30-40
20080863190,A,
20080863191,D,
20080863192,D,
20080863193,D,
20080863194,A,
20080863195,A,
20080863196,A,20-30
20080863197,F,20-30
20080863198,A,40-50
20080863199,A,
20080863200,A,
20080863201,A,
20080863202,A,
20080863203,NA,
20080863204,M,30-40
20080863205,A,
20080863206,NA,
20080863207,A,30-40
20080863208,A,
20080863209,A,
20080863210,A,
20080863211,B,
20080863212,A,30-40
20080863213,A,20-30
20080863214,A,30-40
20080863215,A,40-50
20080863216,B,
20080863217,A,
20080863218,A,30-40
20080863219,A,
20080863220,A,50-60
20080863221,A,
20080863222,A,
20080863223,A,20-30
20080863224,A,
20080863225,A,
20080863226,A,20-30
20080863227,A,30-40
20080863228,A,50-60
20080863229,B,15-20
20080863230,A,30-40
20080863231,F,30-40
20080863232,A,
20080863233,A,30-40
20080863234,A,50-60
20080863235,A,40-50
20080863236,NA,50-60
20080863237,A,
20080863238,A,15-20
20080863239,A,20-30
20080863240,A,
20080863241,NA,
20080863242,A,30-40
20080863243,Other,
20080863244,A,20-30
20080863245,A,
20080863246,A,30-40
20080863247,A,
20080863248,A,
20080863249,A,20-30
20080863250,A,
20080863251,A,
20080863252,A,
20080863253,A,
20080863254,A,
20080863255,B,
20080863256,A,50-60
20080863257,NA,
20080863258,NA,
20080863259,A,30-40
20080863260,G,20-30
20080863261,A,
20080863262,A,15-20
20080863263,A,40-50
20080863264,A,20-30
20080863265,A,30-40
20080863266,D,
20080863267,A,20-30
20080863268,NA,40-50
20080863269,A,50-60
20080863270,A,
20080863271,A,
20080863272,A,
20080863273,A,15-20
20080863274,K,40-50
20080863275,A,
20080863276,A,
20080863277,A,
20080863278,K,40-50
20080863279,A,40-50
20080863280,U,15-20
20080863281,A,
20080863282,A,20-30
20080863283,A,
20080863284,A,
20080863285,B,
20080863286,A,
20080863287,A,40-50
20080863288,A,20-30
20080863289,A,30-40
20080863290,A,
20080863291,A,40-50
20080863292,A,60-70
20080863293,A,30-40
20080863294,A,30-40
20080863295,A,20-30
20080863296,C,
20080863297,V,20-30
20080863298,A,
20080863299,A,30-40
20080863300,A,40-50
20080863301,A,60-70
20080863302,A,
20080863303,A,
20080863304,A,
20080863305,A,60-70
20080863306,A,30-40
20080863307,A,20-30
20080863308,A,40-50
20080863309,A,30-40
20080863310,A,
20080863311,A,50-60
20080863312,A,60-70
20080863313,A,40-50
20080863314,A,40-50
20080863315,NA,
20080863316,A,
20080863317,A,30-40
20080863318,A,40-50
20080863319,A,
20080863320,A,30-40
20080863321,A,
20080863322,A,More than 70
20080863323,A,
20080863324,A,60-70
20080863325,NA,
20080863326,L,
20080863327,A,60-70
20080863328,A,
20080863329,A,20-30
20080863330,A,30-40
20080863331,A,30-40
20080863332,A,50-60
20080863333,A,
20080863334,A,
20080863335,A,
20080863336,A,50-60
20080863337,A,40-50
20080863338,A,20-30
20080863339,A,20-30
20080863340,NA,20-30
20080863341,A,60-70
20080863342,A,
20080863343,A,20-30
20080863344,A,
20080863345,A,
20080863346,A,40-50
20080863347,A,20-30
20080863348,A,30-40
20080863349,A,
20080863350,A,
20080863351,A,
20080863352,A,
20080863353,A,
20080863354,Other,30-40
20080863355,A,30-40
20080863356,A,20-30
20080863357,A,30-40
20080863358,A,50-60
20080863359,A,20-30
20080863360,A,40-50
20080863361,A,
20080863362,A,
20080863363,A,More than 70
20080863364,B,Less tha 15
20080863365,NA,20-30
20080863366,M,20-30
20080863367,A,
20080863368,A,
20080863369,A,
20080863370,B,
20080863371,A,30-40
20080863372,B,
20080863373,A,60-70
20080863374,B,
20080863375,B,
20080863376,A,
20080863377,A,20-30
20080863378,A,
20080863379,E,20-30
20080863380,A,
20080863381,I,
20080863382,A,15-20
20080863383,B,40-50
20080863384,E,30-40
20080863385,A,20-30
20080863386,C,20-30
20080863387,A,
20080863388,A,
20080863389,A,20-30
20080863390,A,
20080863391,A,20-30
20080863392,A,
20080863393,A,
20080863394,A,
20080863395,A,20-30
20080863396,A,
20080863397,A,
20080863398,A,
20080863399,K,20-30
20080863400,C,20-30
20080863401,A,
20080863402,M,20-30
20080863403,C,
20080863404,P,
20080863405,N,20-30
20080863406,A,15-20
20080863407,A,20-30
20080863408,A,
20080863409,A,15-20
20080863410,I,20-30
20080863411,A,
20080863412,A,40-50
20080863413,A,
20080863414,A,
20080863415,A,20-30
20080863416,A,
20080863417,A,20-30
20080863418,D,
20080863419,A,30-40
20080863420,A,40-50
20080863421,Other,
20080863422,A,15-20
20080863423,A,
20080863424,A,30-40
20080863425,A,50-60
20080863426,A,
20080863427,A,30-40
20080863428,NA,50-60
20080863429,A,60-70
20080863430,A,
20080863431,A,
20080863432,A,20-30
20080863433,A,
20080863434,A,40-50
20080863435,A,
20080863436,A,
20080863437,A,
20080863438,A,
20080863439,A,30-40
20080863440,A,
20080863441,A,
20080863442,A,
20080863443,A,50-60
20080863444,A,
20080863445,A,60-70
20080863446,A,30-40
20080863447,A,40-50
20080863448,A,40-50
20080863449,A,60-70
20080863450,A,30-40
20080863451,A,
20080863452,A,30-40
20080863453,W,
20080863454,A,50-60
20080863455,A,Less tha 15
20080863456,L,20-30
20080863457,A,20-30
20080863458,A,
20080863459,A,20-30
20080863460,A,15-20
20080863461,A,15-20
20080863462,F,20-30
20080863463,A,20-30
20080863464,B,30-40
20080863465,NA,50-60
20080863466,B,
20080863467,A,
20080863468,B,
20080863469,A,
20080863470,B,
20080863471,D,30-40
20080863472,E,30-40
20080863473,C,20-30
20080863474,C,40-50
20080863475,E,20-30
20080863476,F,50-60
20080863477,NA,
20080863478,E,20-30
20080863479,C,
20080863480,F,
20080863481,D,20-30
20080863482,NA,
20080863483,D,30-40
20080863484,E,30-40
20080863485,D,40-50
20080863486,D,20-30
20080863487,E,40-50
20080863488,A,30-40
20080863489,A,
20080863490,A,
20080863491,A,
20080863492,A,
20080863493,A,
20080863494,A,40-50
20080863495,A,30-40
20080863496,A,
20080863497,A,40-50
20080863498,A,
20080863499,A,40-50
20080863500,A,
20080863501,B,
20080863502,A,
20080863503,A,30-40
20080863504,A,20-30
20080863505,A,20-30
20080863506,A,40-50
20080863507,A,
20080863508,A,20-30
20080863509,A,
20080863510,A,
20080863511,A,
20080863512,A,50-60
20080863513,A,20-30
20080863514,A,20-30
20080863515,A,60-70
20080863516,A,50-60
20080863517,A,20-30
20080863518,A,
20080863519,A,
20080863520,A,50-60
20080863521,D,20-30
20080863522,A,60-70
20080863523,A,30-40
20080863524,J,
20080863525,A,30-40
20080863526,A,50-60
20080863527,A,40-50
20080863528,A,50-60
20080863529,A,30-40
20080863530,B,
20080863531,A,60-70
20080863532,A,30-40
20080863533,A,
20080863534,A,
20080863535,A,60-70
20080863536,A,50-60
20080863537,A,20-30
20080863538,A,50-60
20080863539,A,40-50
20080863540,A,40-50
20080863541,C,30-40
20080863542,A,30-40
20080863543,A,
20080863544,A,30-40
20080863545,A,30-40
20080863546,A,40-50
20080863547,A,40-50
20080863548,A,50-60
20080863549,A,
20080863550,A,
20080863551,A,
20080863552,A,
20080863553,A,20-30
20080863554,B,40-50
20080863555,A,50-60
20080863556,A,
20080863557,A,
20080863558,A,40-50
20080863559,A,20-30
20080863560,A,
20080863561,A,
20080863562,A,
20080863563,A,40-50
20080863564,A,
20080863565,A,60-70
20080863566,A,
20080863567,A,
20080863568,A,
20080863569,A,30-40
20080863570,A,
20080863571,A,50-60
20080863572,A,
20080863573,A,
20080863574,A,30-40
20080863575,A,
20080863576,A,Less tha 15
20080863577,A,
20080863578,A,30-40
20080863579,A,
20080863580,A,
20080863581,D,40-50
20080863582,A,
20080863583,B,20-30
20080863584,A,20-30
20080863585,A,30-40
20080863586,A,40-50
20080863587,A,30-40
20080863588,A,
20080863589,B,30-40
20080863590,A,
20080863591,A,20-30
20080863592,A,
20080863593,A,30-40
20080863594,A,
20080863595,A,40-50
20080863596,A,50-60
20080863597,A,15-20
20080863598,A,60-70
20080863599,A,
20080863600,A,
20080863601,D,
20080863602,A,30-40
20080863603,A,15-20
20080863604,A,
20080863605,A,
20080863606,A,
20080863607,A,
20080863608,A,40-50
20080863609,A,50-60
20080863610,A,
20080863611,A,60-70
20080863612,A,50-60
20080863613,A,
20080863614,A,
20080863615,Other,
20080863616,A,
20080863617,A,30-40
20080863618,A,
20080863619,A,20-30
20080863620,A,
20080863621,A,20-30
20080863622,B,20-30
20080863623,A,
20080863624,NA,
20080863625,A,
20080863626,B,
20080863627,A,
20080863628,A,20-30
20080863629,A,20-30
20080863630,L,20-30
20080863631,D,15-20
20080863632,E,40-50
20080863633,D,
20080863634,A,20-30
20080863635,B,30-40
20080863636,B,
20080863637,B,
20080863638,E,20-30
20080863639,B,
20080863640,Other,
20080863641,A,50-60
20080863642,A,
20080863643,A,20-30
20080863644,A,
20080863645,A,
20080863646,Other,
20080863647,B,
20080863648,F,20-30
20080863649,NA,
20080863650,A,15-20
20080863651,B,30-40
20080863652,B,30-40
20080863653,B,
20080863654,A,
20080863655,A,15-20
20080863656,A,50-60
20080863657,A,
20080863658,A,
20080863659,A,30-40
20080863660,A,
20080863661,A,15-20
20080863662,A,50-60
20080863663,A,
20080863664,A,
20080863665,A,
20080863666,A,
20080863667,A,20-30
20080863668,A,
20080863669,A,
20080863670,NA,
20080863671,NA,15-20
20080863672,A,
20080863673,A,30-40
20080863674,A,
20080863675,A,30-40
20080863676,A,
20080863677,B,
20080863678,A,
20080863679,A,20-30
20080863680,NA,
20080863681,A,30-40
20080863682,B,
20080863683,A,30-40
20080863684,A,
20080863685,A,15-20
20080863686,A,
20080863687,M,30-40
20080863688,A,
20080863689,C,
20080863690,A,
20080863691,A,
20080863692,A,
20080863693,A,
20080863694,A,
20080863695,C,
20080863696,B,50-60
20080863697,B,
20080863698,I,30-40
20080863699,A,20-30
20080863700,A,
20080863701,A,20-30
20080863702,Other,20-30
20080863703,B,
20080863704,F,20-30
20080863705,A,40-50
20080863706,A,
20080863707,Other,
20080863708,B,15-20
20080863709,A,20-30
20080863710,J,20-30
20080863711,B,20-30
20080863712,B,40-50
20080863713,A,20-30
20080863714,D,15-20
20080863715,A,20-30
20080863716,A,
20080863717,A,30-40
20080863718,A,20-30
20080863719,A,30-40
20080863720,A,
20080863721,A,
20080863722,A,
20080863723,A,
20080863724,C,
20080863725,B,
20080863726,A,
20080863727,A,
20080863728,A,
20080863729,B,
20080863730,C,
20080863731,C,
20080863732,A,40-50
20080863733,A,
20080863734,A,
20080863735,A,20-30
20080863736,A,20-30
20080863737,A,20-30
20080863738,A,40-50
20080863739,A,
20080863740,A,30-40
20080863741,A,20-30
20080863742,A,
20080863743,A,
20080863744,A,
20080863745,A,
20080863746,A,
20080863747,A,40-50
20080863748,A,20-30
20080863749,A,40-50
20080863750,B,30-40
20080863751,A,
20080863752,F,
20080863753,NA,20-30
20080863754,A,
20080863755,A,
20080863756,D,
20080863757,A,
20080863758,A,
20080863759,D,40-50
20080863760,B,
20080863761,A,50-60
20080863762,NA,
20080863763,NA,
20080863764,A,20-30
20080863765,C,30-40
20080863766,C,30-40
20080863767,A,
20080863768,C,20-30
20080863769,A,30-40
20080863770,NA,30-40
20080863771,Other,
20080863772,A,
20080863773,A,30-40
20080863774,A,50-60
20080863775,A,
20080863776,A,60-70
20080863777,A,50-60
20080863778,A,
20080863779,A,
20080863780,A,
20080863781,A,
20080863782,A,
20080863783,A,
20080863784,A,
20080863785,A,60-70
20080863786,B,
20080863787,B,
20080863788,A,
20080863789,A,
20080863790,A,
20080863791,A,
20080863792,A,40-50
20080863793,A,
20080863794,B,30-40
20080863795,A,
20080863796,NA,
20080863797,A,30-40
20080863798,A,50-60
20080863799,B,
20080863800,A,40-50
20080863801,A,50-60
20080863802,B,
20080863803,N,30-40
20080863804,C,30-40
20080863805,C,30-40
20080863806,A,
20080863807,Other,20-30
20080863808,A,
20080863809,B,
20080863810,A,50-60
20080863811,L,40-50
20080863812,A,20-30
20080863813,A,
20080863814,D,20-30
20080863815,D,
20080863816,D,15-20
20080863817,D,30-40
20080863818,D,
20080863819,F,20-30
20080863820,A,
20080863821,NA,
20080863822,D,20-30
20080863823,C,
20080863824,A,20-30
20080863825,B,20-30
20080863826,F,20-30
20080863827,S,20-30
20080863828,A,20-30
20080863829,B,40-50
20080863830,A,40-50
20080863831,A,20-30
20080863832,A,30-40
20080863833,A,
20080863834,A,
20080863835,A,
20080863836,B,20-30
20080863837,A,
20080863838,A,40-50
20080863839,A,15-20
20080863840,A,
20080863841,A,
20080863842,A,
20080863843,B,20-30
20080863844,A,30-40
20080863845,A,30-40
20080863846,Other,
20080863847,A,20-30
20080863848,A,30-40
20080863849,A,20-30
20080863850,B,20-30
20080863851,A,
20080863852,A,40-50
20080863853,A,30-40
20080863854,A,20-30
20080863855,A,60-70
20080863856,B,
20080863857,B,
20080863858,A,
20080863859,A,
20080863860,A,
20080863861,B,
20080863862,B,
20080863863,A,20-30
20080863864,A,
20080863865,A,30-40
20080863866,A,
20080863867,C,
20080863868,A,20-30
20080863869,A,15-20
20080863870,A,
20080863871,B,30-40
20080863872,B,
20080863873,A,
20080863874,A,
20080863875,A,
20080863876,A,15-20
20080863877,A,20-30
20080863878,A,60-70
20080863879,A,More than 70
20080863880,A,40-50
20080863881,A,40-50
20080863882,A,40-50
20080863883,NA,
20080863884,D,20-30
20080863885,A,
20080863886,A,
20080863887,B,30-40
20080863888,A,
20080863889,A,40-50
20080863890,A,20-30
20080863891,A,
20080863892,A,40-50
20080863893,A,20-30
20080863894,A,50-60
20080863895,A,
20080863896,A,
20080863897,A,
20080863898,A,
20080863899,A,
20080863900,Other,30-40
20080863901,C,
20080863902,C,20-30
20080863903,C,30-40
20080863904,C,30-40
20080863905,C,50-60
20080863906,C,30-40
20080863907,E,30-40
20080863908,Other,20-30
20080863909,E,50-60
20080863910,D,20-30
20080863911,Other,15-20
20080863912,D,
20080863913,D,
20080863914,D,20-30
20080863915,D,40-50
20080863916,D,20-30
20080863917,K,20-30
20080863918,D,30-40
20080863919,C,
20080863920,S,
20080863921,D,
20080863922,B,50-60
20080863923,D,
20080863924,D,30-40
20080863925,D,30-40
20080863926,D,30-40
20080863927,E,15-20
20080863928,Q,
20080863929,NA,30-40
20080863930,D,30-40
20080863931,D,30-40
20080863932,D,40-50
20080863933,N,30-40
20080863934,D,30-40
20080863935,D,30-40
20080863936,D,20-30
20080863937,D,
20080863938,D,More than 70
20080863939,F,30-40
20080863940,I,20-30
20080863941,D,30-40
20080863942,D,20-30
20080863943,D,30-40
20080863944,C,20-30
20080863945,J,30-40
20080863946,D,
20080863947,B,
20080863948,C,30-40
20080863949,Other,20-30
20080863950,M,20-30
20080863951,C,
20080863952,C,
20080863953,C,40-50
20080863954,C,50-60
20080863955,C,
20080863956,C,40-50
20080863957,C,
20080863958,C,20-30
20080863959,C,
20080863960,C,
20080863961,C,
20080863962,C,
20080863963,C,
20080863964,C,
20080863965,C,
20080863966,C,
20080863967,C,
20080863968,C,
20080863969,C,15-20
20080863970,C,20-30
20080863971,Other,
20080863972,J,20-30
20080863973,A,15-20
20080863974,A,
20080863975,B,20-30
20080863976,P,20-30
20080863977,E,20-30
20080863978,L,
20080863979,E,20-30
20080863980,F,30-40
20080863981,F,50-60
20080863982,I,
20080863983,I,20-30
20080863984,I,20-30
20080863985,I,40-50
20080863986,I,20-30
20080863987,E,30-40
20080863988,I,15-20
20080863989,I,30-40
20080863990,I,30-40
20080863991,M,15-20
20080863992,C,50-60
20080863993,I,30-40
20080863994,I,20-30
20080863995,M,
20080863996,I,
20080863997,Other,20-30
20080863998,I,20-30
20080863999,I,20-30
20080864000,I,30-40
20080864001,B,
20080864002,B,
20080864003,A,
20080864004,B,20-30
20080864005,A,60-70
20080864006,A,
20080864007,A,60-70
20080864008,A,15-20
20080864009,A,
20080864010,A,Less tha 15
20080864011,A,15-20
20080864012,C,
20080864013,M,20-30
20080864014,C,15-20
20080864015,M,Less tha 15
20080864016,NA,
20080864017,C,20-30
20080864018,C,30-40
20080864019,M,20-30
20080864020,C,
20080864021,C,
20080864022,C,20-30
20080864023,M,
20080864024,M,20-30
20080864025,C,20-30
20080864026,C,30-40
20080864027,C,40-50
20080864028,M,30-40
20080864029,C,20-30
20080864030,C,
20080864031,C,20-30
20080864032,C,30-40
20080864033,C,20-30
20080864034,C,
20080864035,C,More than 70
20080864036,N,30-40
20080864037,C,30-40
20080864038,N,50-60
20080864039,M,60-70
20080864040,C,40-50
20080864041,C,30-40
20080864042,C,20-30
20080864043,C,
20080864044,C,Less tha 15
20080864045,C,
20080864046,C,20-30
20080864047,C,15-20
20080864048,C,20-30
20080864049,C,20-30
20080864050,C,40-50
20080864051,C,40-50
20080864052,C,50-60
20080864053,C,20-30
20080864054,C,30-40
20080864055,C,
20080864056,C,
20080864057,C,20-30
20080864058,C,40-50
20080864059,C,30-40
20080864060,C,20-30
20080864061,C,
20080864062,N,40-50
20080864063,C,20-30
20080864064,C,30-40
20080864065,C,20-30
20080864066,C,
20080864067,C,
20080864068,C,50-60
20080864069,C,30-40
20080864070,C,40-50
20080864071,C,40-50
20080864072,C,30-40
20080864073,C,30-40
20080864074,NA,40-50
20080864075,C,
20080864076,C,30-40
20080864077,C,30-40
20080864078,C,
20080864079,C,20-30
20080864080,M,
20080864081,C,30-40
20080864082,C,
20080864083,M,30-40
20080864084,C,40-50
20080864085,C,30-40
20080864086,Other,50-60
20080864087,C,15-20
20080864088,C,
20080864089,C,40-50
20080864090,C,30-40
20080864091,C,40-50
20080864092,C,15-20
20080864093,C,30-40
20080864094,C,30-40
20080864095,C,30-40
20080864096,C,
20080864097,C,20-30
20080864098,C,20-30
20080864099,C,20-30
20080864100,C,20-30
20080864101,C,30-40
20080864102,C,20-30
20080864103,C,
20080864104,C,30-40
20080864105,C,30-40
20080864106,M,20-30
20080864107,C,30-40
20080864108,N,30-40
20080864109,C,30-40
20080864110,C,
20080864111,C,20-30
20080864112,C,40-50
20080864113,C,30-40
20080864114,C,
20080864115,F,20-30
20080864116,I,20-30
20080864117,I,
20080864118,I,40-50
20080864119,I,15-20
20080864120,I,20-30
20080864121,B,
20080864122,A,15-20
20080864123,A,
20080864124,C,
20080864125,C,
20080864126,C,20-30
20080864127,C,
20080864128,NA,30-40
20080864129,N,
20080864130,C,20-30
20080864131,C,20-30
20080864132,C,30-40
20080864133,C,
20080864134,C,60-70
20080864135,N,
20080864136,C,50-60
20080864137,L,50-60
20080864138,M,15-20
20080864139,M,40-50
20080864140,C,20-30
20080864141,C,30-40
20080864142,C,30-40
20080864143,C,20-30
20080864144,C,40-50
20080864145,C,30-40
20080864146,C,30-40
20080864147,NA,20-30
20080864148,C,30-40
20080864149,C,30-40
20080864150,C,
20080864151,C,
20080864152,C,30-40
20080864153,C,20-30
20080864154,C,20-30
20080864155,C,20-30
20080864156,C,
20080864157,C,20-30
20080864158,C,30-40
20080864159,C,50-60
20080864160,C,30-40
20080864161,C,20-30
20080864162,C,20-30
20080864163,C,20-30
20080864164,C,20-30
20080864165,C,15-20
20080864166,C,20-30
20080864167,C,20-30
20080864168,C,30-40
20080864169,C,
20080864170,C,40-50
20080864171,Other,40-50
20080864172,C,30-40
20080864173,G,
20080864174,J,40-50
20080864175,F,40-50
20080864176,NA,
20080864177,D,
20080864178,G,30-40
20080864179,G,20-30
20080864180,G,
20080864181,G,30-40
20080864182,G,30-40
20080864183,G,30-40
20080864184,NA,20-30
20080864185,C,20-30
20080864186,NA,
20080864187,G,20-30
20080864188,G,30-40
20080864189,G,20-30
20080864190,G,20-30
20080864191,G,30-40
20080864192,G,20-30
20080864193,G,
20080864194,G,30-40
20080864195,G,30-40
20080864196,G,20-30
20080864197,NA,30-40
20080864198,G,
20080864199,G,20-30
20080864200,A,30-40
20080864201,A,30-40
20080864202,B,30-40
20080864203,A,
20080864204,Other,30-40
20080864205,E,20-30
20080864206,E,30-40
20080864207,E,20-30
20080864208,E,20-30
20080864209,E,20-30
20080864210,E,20-30
20080864211,E,30-40
20080864212,A,
20080864213,E,30-40
20080864214,E,30-40
20080864215,E,50-60
20080864216,E,30-40
20080864217,E,30-40
20080864218,E,Less tha 15
20080864219,E,40-50
20080864220,E,20-30
20080864221,E,20-30
20080864222,E,
20080864223,E,20-30
20080864224,E,30-40
20080864225,E,20-30
20080864226,I,50-60
20080864227,I,30-40
20080864228,I,20-30
20080864229,C,20-30
20080864230,E,20-30
20080864231,E,30-40
20080864232,E,20-30
20080864233,E,20-30
20080864234,E,20-30
20080864235,E,50-60
20080864236,E,20-30
20080864237,E,15-20
20080864238,E,30-40
20080864239,E,30-40
20080864240,E,20-30
20080864241,E,30-40
20080864242,E,20-30
20080864243,E,30-40
20080864244,E,30-40
20080864245,E,20-30
20080864246,E,20-30
20080864247,I,20-30
20080864248,E,20-30
20080864249,E,15-20
20080864250,E,20-30
20080864251,E,30-40
20080864252,A,
20080864253,A,
20080864254,A,More than 70
20080864255,D,30-40
20080864256,NA,20-30
20080864257,A,
20080864258,A,
20080864259,F,20-30
20080864260,D,50-60
20080864261,I,15-20
20080864262,I,30-40
20080864263,I,20-30
20080864264,I,20-30
20080864265,I,40-50
20080864266,I,30-40
20080864267,I,50-60
20080864268,I,40-50
20080864269,NA,20-30
20080864270,M,20-30
20080864271,I,20-30
20080864272,I,20-30
20080864273,M,
20080864274,NA,20-30
20080864275,I,30-40
20080864276,I,30-40
20080864277,I,20-30
20080864278,I,
20080864279,U,30-40
20080864280,U,40-50
20080864281,I,30-40
20080864282,Other,30-40
20080864283,I,30-40
20080864284,B,
20080864285,I,30-40
20080864286,I,20-30
20080864287,I,
20080864288,I,30-40
20080864289,I,30-40
20080864290,B,50-60
20080864291,U,30-40
20080864292,U,
20080864293,U,
20080864294,I,20-30
20080864295,A,20-30
20080864296,I,20-30
20080864297,I,15-20
20080864298,Other,30-40
20080864299,I,20-30
20080864300,NA,20-30
20080864301,E,40-50
20080864302,I,20-30
20080864303,I,20-30
20080864304,I,20-30
20080864305,NA,30-40
20080864306,B,
20080864307,N,30-40
